iter	F1	Logloss
72	0.5676728335	0.50549578
73	0.567251462	0.5042188021
74	0.5666991237	0.5030207885
75	0.5675280351	0.5019895475
76	0.5675280351	0.5007250223
77	0.5666991237	0.4994208298
78	0.5666991237	0.4982520963
79	0.5655777669	0.4970253582
80	0.5680933852	0.4957138449
81	0.5685131195	0.4945973398
82	0.5682370083	0.4935243709
83	0.5655976676	0.4923139149
84	0.5675413022	0.49120341
85	0.5674102813	0.4900350436
86	0.5681047019	0.4889793224
87	0.5686653772	0.4879342431
88	0.5693571774	0.4869619961
89	0.5697730565	0.4859420354
90	0.5700483092	0.484909934
91	0.5701881331	0.4839204616
92	0.5711529185	0.4828735615
93	0.5715662651	0.4820376268
94	0.5722543353	0.4811201067
95	0.5732117139	0.480084496
96	0.5734870317	0.4792291198
97	0.5737626141	0.4784088349
98	0.5745909528	0.4775330461
99	0.5752765753	0.4767730717
100	0.5745909528	0.4759386516
101	0.5752765753	0.4750296293
102	0.5751320211	0.4741130761
103	0.5751320211	0.4733650248
104	0.5743145743	0.4726566331
105	0.5747236905	0.4718980236
106	0.5744476465	0.4711840332
107	0.5733525734	0.4703730446
108	0.5751320211	0.4695676384
109	0.5743048897	0.4688152182
110	0.5743048897	0.4680166165
111	0.5759463345	0.4672315385
112	0.5764818356	0.4665160399
113	0.5770334928	0.4658626718
114	0.5767575323	0.4651559577
115	0.5764818356	0.464404218
116	0.5756704981	0.4636422903
117	0.5763523217	0.4629156973
118	0.5751196172	0.4622961866
119	0.5773097176	0.4616909445
120	0.5766283525	0.4611487988
121	0.5773097176	0.4605787816
122	0.5770334928	0.459939495
123	0.5766283525	0.4593751732
124	0.576076555	0.4586162323
125	0.5781175346	0.4579714208
126	0.5787965616	0.4573612879
127	0.5786704926	0.4567804128
128	0.5771619685	0.4561642715
129	0.5772900763	0.4556031945
130	0.5782442748	0.4550367364
131	0.5775656325	0.4544843433
132	0.5787965616	0.4538368818
133	0.5790731008	0.4531994158
134	0.5773097176	0.4526703361
135	0.5787965616	0.4521376866
136	0.5771619685	0.4516091891
137	0.5775656325	0.4510346122
138	0.5795996187	0.4506077267
139	0.5791984733	0.4500511592
140	0.5798760134	0.4496168347
141	0.5801526718	0.4492754964
142	0.5805529075	0.4487411871
143	0.5821819914	0.4482867404
144	0.5815061964	0.4477995036
145	0.5828571429	0.4472854586
146	0.5842055186	0.44673717
147	0.5838095238	0.4463484016
148	0.5815061964	0.4459540191
149	0.5808297568	0.4454909007
150	0.5811068702	0.4450471193
151	0.5824594852	0.4445852568
152	0.5838095238	0.4441573678
153	0.5824594852	0.4437663393
154	0.5808297568	0.4433260395
155	0.5824594852	0.4429152763
156	0.5817835002	0.442495038
157	0.5835316516	0.4420975315
158	0.5842055186	0.4416814591
159	0.5828571429	0.4413063578
160	0.5851569933	0.4409121414
161	0.5844835792	0.440545711
162	0.5839277223	0.4400594777
163	0.5842055186	0.439652436
164	0.5851569933	0.4392115332
165	0.5847619048	0.4389168501
166	0.585598474	0.4385464615
167	0.5844835792	0.4381546203
168	0.5851569933	0.437793355
169	0.5844835792	0.4375110799
170	0.5842055186	0.4370715067
171	0.5857142857	0.4367809859
172	0.5857142857	0.4364719696
173	0.5851569933	0.4361361259
174	0.5851569933	0.4357677171
175	0.585829767	0.435426404
176	0.5863874346	0.434966847
177	0.5863874346	0.434655174
178	0.5863874346	0.4343552379
179	0.5870599429	0.4340481081
180	0.5884030418	0.4337899872
181	0.5866666667	0.4334413609
182	0.5873393622	0.4331754133
183	0.5893536122	0.4328360724
184	0.5890736342	0.4325521879
185	0.5877318117	0.4322346644
186	0.5874524715	0.4319696489
187	0.5897435897	0.4316505254
188	0.5897435897	0.4313957091
189	0.5906932574	0.4311109768
190	0.5893536122	0.4308243648
191	0.5906932574	0.4304854798
192	0.5893536122	0.4302092621
193	0.5893536122	0.4298713066
194	0.5896338564	0.4296330895
195	0.5889628925	0.4293631359
196	0.5893536122	0.4290704154
197	0.5880114177	0.4288108596
198	0.5880114177	0.4285762994
199	0.5889628925	0.428358641
200	0.5893536122	0.4280630885
201	0.5899143673	0.4278461438
202	0.5899143673	0.4275374791
203	0.5905848787	0.4272392825
204	0.5912547529	0.4270447518
205	0.5901951452	0.4267397092
206	0.5908658421	0.4264951649
207	0.5908658421	0.4262506733
208	0.5901951452	0.4259683213
209	0.5908658421	0.4257039221
210	0.5908658421	0.425444634
211	0.5911470728	0.4252143613
212	0.5901951452	0.425001117
213	0.5919239905	0.4247825718
214	0.591642925	0.4244846532
215	0.591642925	0.4242243459
216	0.5913621262	0.4240348351
217	0.5920303605	0.4237709717
218	0.5920303605	0.423598397
219	0.5925925926	0.4233879032
220	0.5929791271	0.4231447463
221	0.59326056	0.4229328007
222	0.59326056	0.4227132236
223	0.5926979611	0.4224238899
224	0.5929791271	0.4221997708
225	0.5926979611	0.4220023531
226	0.5926979611	0.4218014452
227	0.5929791271	0.4216217302
228	0.5936462779	0.4214136008
229	0.5923113431	0.4211732158
230	0.5925925926	0.4209981895
231	0.5929791271	0.42076819
232	0.5924170616	0.4205971788
233	0.5926979611	0.4203700422
234	0.5929791271	0.4201424919
235	0.5929791271	0.4199232937
236	0.5936462779	0.4197090664
237	0.5935422602	0.4195077601
238	0.59326056	0.4193424149
239	0.5935422602	0.4191326669
240	0.5935422602	0.4189135102
241	0.5935422602	0.4186852268
242	0.5935422602	0.4184670777
243	0.5929791271	0.4182861219
244	0.5926979611	0.4180775698
245	0.59326056	0.4178726979
246	0.5935422602	0.4177460696
247	0.5947743468	0.417553748
248	0.5945945946	0.4173650832
249	0.5955429113	0.4171800053
250	0.5961082107	0.4170054334
251	0.5962085308	0.4168174182
252	0.5954415954	0.4166048384
253	0.5954415954	0.4164574061
254	0.5958254269	0.4162844542
255	0.5964912281	0.4161012795
256	0.5962085308	0.4159714992
257	0.5975378788	0.4158075098
258	0.5971563981	0.4155766198
259	0.5971563981	0.4154055578
260	0.5971563981	0.4152838834
261	0.5971563981	0.4150980084
262	0.5971563981	0.4149226074
263	0.5968735197	0.4147596934
264	0.5975378788	0.4146040348
265	0.5975378788	0.4144133276
266	0.5975378788	0.414237032
267	0.5965909091	0.4140659003
268	0.5969725639	0.4138800694
269	0.5982986767	0.4136531731
270	0.5985815603	0.4134934021
271	0.5999055267	0.4133467835
272	0.5992438563	0.4132494898
273	0.6005665722	0.4131233103
274	0.6015108593	0.4130016177
275	0.6015108593	0.4128819958
276	0.6024551464	0.412732536
277	0.6033994334	0.4125850826
278	0.6031146767	0.4124735447
279	0.6031146767	0.4123403944
280	0.6028301887	0.4122329171
281	0.6031146767	0.4121232235
282	0.6021708353	0.4120108046
283	0.6021708353	0.4118540531
284	0.6017949929	0.4117405863
285	0.6015108593	0.4115716014
286	0.6015108593	0.4114208908
287	0.6015108593	0.4112562725
288	0.6021708353	0.4111068397
289	0.6015108593	0.4110609579
290	0.602739726	0.410960046
291	0.6020793951	0.4107749306
292	0.6030245747	0.4106184396
293	0.6033096927	0.4104744884
294	0.6033096927	0.4103825598
295	0.6030245747	0.4102604265
296	0.602739726	0.410138189
297	0.602739726	0.4099902198
298	0.602739726	0.4099312227
299	0.6033994334	0.4097519061
300	0.6036844591	0.4096249393
301	0.6033994334	0.4095019882
302	0.6043437205	0.4093822242
303	0.6043437205	0.4092817382
304	0.6043437205	0.4091167878
305	0.6050023596	0.4089795164
306	0.6050023596	0.4088696446
307	0.6050023596	0.4087535752
308	0.6050023596	0.4086224421
309	0.6050023596	0.408488868
310	0.6050023596	0.408358122
311	0.6053748232	0.4081910845
312	0.6050023596	0.4080767132
313	0.6050023596	0.4079826651
314	0.6056603774	0.4078627609
315	0.6056603774	0.407772749
316	0.6056603774	0.4076578609
317	0.6056603774	0.407564929
318	0.6050023596	0.4074702856
319	0.6056603774	0.4073305329
320	0.605946201	0.4072640886
321	0.605946201	0.4071384449
322	0.605946201	0.4070230313
323	0.6071765817	0.4068771232
324	0.6071765817	0.4067936208
325	0.606805293	0.4066682761
326	0.6074633916	0.4065764477
327	0.6068900425	0.4064694119
328	0.6071765817	0.4063890247
329	0.6074633916	0.4062997392
330	0.6081208687	0.406173547
331	0.6074633916	0.4060661523
332	0.6071765817	0.4059008224
333	0.6068900425	0.4057746594
334	0.6071765817	0.4056462493
335	0.606805293	0.4055026448
336	0.6078338839	0.405426874
337	0.6078338839	0.4053388452
338	0.6081208687	0.4052430331
339	0.6070921986	0.4051365024
340	0.6071765817	0.4049779371
341	0.6074633916	0.4048984757
342	0.6075471698	0.4048303615
343	0.6074633916	0.40474385
344	0.6074633916	0.4046509049
345	0.6078338839	0.4045239115
346	0.6075471698	0.4044515035
347	0.6065186585	0.4043244964
348	0.6071765817	0.4042396057
349	0.6078338839	0.4041355346
350	0.6078338839	0.404047226
351	0.6075471698	0.403950682
352	0.6075471698	0.4038557648
353	0.6075471698	0.4037719181
354	0.6082036775	0.403662675
355	0.6082036775	0.403579446
356	0.6072607261	0.4034752881
357	0.6082036775	0.4034021658
358	0.6094339623	0.4032959465
359	0.6081208687	0.4031962891
360	0.6078338839	0.4031118708
361	0.6087777253	0.4030078206
362	0.6081208687	0.4028912159
363	0.608490566	0.4028036974
364	0.6095148375	0.4027170586
365	0.6088595664	0.4026121246
366	0.6088595664	0.4025290728
367	0.6091466289	0.402443141
368	0.6095148375	0.4023421964
369	0.6101694915	0.4022456985
370	0.6104569006	0.4021221508
371	0.6111111111	0.4020023844
372	0.6111111111	0.4019571051
373	0.6104569006	0.4018673017
374	0.6111111111	0.40178711
375	0.6101694915	0.4017078237
376	0.6101694915	0.4015966627
377	0.6108235294	0.4015400818
378	0.6104569006	0.4014402563
379	0.6104569006	0.4013607274
380	0.6104569006	0.4012427999
381	0.6111111111	0.4011493176
382	0.6111111111	0.4010475603
383	0.6113989637	0.400973101
384	0.6111111111	0.4008905691
385	0.6113989637	0.4008390783
386	0.6113989637	0.4008015625
387	0.6120527307	0.400692856
388	0.6120527307	0.4006304032
389	0.6120527307	0.4005448986
390	0.6123410268	0.400441059
391	0.6129943503	0.4003621909
392	0.6120527307	0.4002643885
393	0.6120527307	0.4001757203
394	0.6123410268	0.4000633373
395	0.6126295947	0.3999728112
396	0.61328309	0.3999161387
397	0.61328309	0.3998366142
398	0.6135721018	0.3997804625
399	0.61328309	0.3996731434
400	0.61328309	0.3995804596
401	0.61328309	0.3994826404
402	0.6129943503	0.3994247831
403	0.6129943503	0.3993018033
404	0.6127058824	0.3992207236
405	0.6129943503	0.399106285
406	0.61328309	0.3990108196
407	0.61328309	0.3989321277
408	0.61328309	0.3988416556
409	0.61328309	0.3987557985
410	0.6136470588	0.3986834733
411	0.6133584196	0.3985927451
412	0.6133584196	0.3985361489
413	0.6136470588	0.3984566115
414	0.61328309	0.3983306449
415	0.61328309	0.3982809027
416	0.6129184347	0.3982178181
417	0.6129184347	0.3980865266
418	0.6136470588	0.3979635563
419	0.61328309	0.3979054509
420	0.6135721018	0.3978201127
421	0.6135721018	0.3977356556
422	0.61328309	0.3976529325
423	0.61328309	0.3976074465
424	0.6135721018	0.3975321888
425	0.6139359699	0.3974660663
426	0.6136470588	0.3973984281
427	0.6136470588	0.3973439435
428	0.6136470588	0.3972876342
429	0.6137218045	0.3972082573
430	0.6137218045	0.3971313889
431	0.6133584196	0.3970775412
432	0.6134335369	0.3970067308
433	0.6134335369	0.3969571841
434	0.6134335369	0.3969072173
435	0.6137218045	0.3968282169
436	0.6137218045	0.3967609925
437	0.614084507	0.3966376381
438	0.6144465291	0.3965465449
439	0.6137963397	0.3964676497
440	0.6150961088	0.3964222401
441	0.614084507	0.3963506136
442	0.6137963397	0.3962726552
443	0.614084507	0.3961883763
444	0.6131455399	0.3961132206
445	0.6137963397	0.396024415
446	0.6135084428	0.3959239134
447	0.6142322097	0.3958274845
448	0.6145199063	0.3957701492
449	0.6148078725	0.395691803
450	0.6141584623	0.395622656
451	0.614372945	0.39557799
452	0.6144465291	0.3955375354
453	0.6147348663	0.3954762899
454	0.6150234742	0.395430796
455	0.6150234742	0.3954020723
456	0.6150234742	0.3953342927
457	0.6150234742	0.395261576
458	0.6150234742	0.395219401
459	0.614372945	0.3951389377
460	0.6147348663	0.3950972361
461	0.614084507	0.3950293442
462	0.614372945	0.3949729645
463	0.614084507	0.3949064392
464	0.6137963397	0.3948251208
465	0.614084507	0.3947803201
466	0.6137963397	0.3947357334
467	0.6135084428	0.3946652886
468	0.6137963397	0.3945962235
469	0.6132208158	0.3945123426
470	0.6132208158	0.3944455686
471	0.6129334583	0.3943969239
472	0.6132208158	0.394328666
473	0.6135084428	0.3942843563
474	0.6132958801	0.3942072325
475	0.6132958801	0.3941644294
476	0.6132958801	0.3941069584
477	0.6132958801	0.3940596451
478	0.6132958801	0.3940108721
479	0.6132958801	0.3939451014
480	0.6132958801	0.3938876274
481	0.6132958801	0.3938345987
482	0.6139447824	0.3937451004
483	0.6135831382	0.3936730727
484	0.6142322097	0.3936281808
485	0.6145199063	0.3935618934
486	0.6145199063	0.3935250493
487	0.6142322097	0.3935027562
488	0.6155285313	0.393440809
489	0.6154566745	0.3933827539
490	0.6163934426	0.3933436604
491	0.6167524567	0.3932612361
492	0.616463985	0.3931904805
493	0.6158165653	0.3931353058
494	0.616463985	0.3930886153
495	0.616463985	0.3930331888
496	0.616463985	0.3929908214
497	0.6161757831	0.3928956889
498	0.6161757831	0.3928385487
499	0.6158878505	0.3927615322
500	0.6156001868	0.3926536421
501	0.6162464986	0.3926247806
502	0.6168922072	0.3925461297
503	0.6175373134	0.3924813527
504	0.6184701493	0.3924165435
505	0.6184701493	0.3923242039
506	0.6191142191	0.392251505
507	0.6187587494	0.3921918543
508	0.6187587494	0.3921136213
509	0.6197576887	0.3920787696
510	0.62004662	0.3920129483
511	0.62004662	0.391959854
512	0.6197576887	0.3918937997
513	0.6197576887	0.3918142021
514	0.6184701493	0.3918065815
515	0.6197576887	0.3917649485
516	0.62004662	0.3917226749
517	0.6197576887	0.391667879
518	0.6197576887	0.3916157146
519	0.6197576887	0.3915736286
520	0.6197576887	0.3914990056
521	0.62004662	0.3914326136
522	0.62004662	0.3913718179
523	0.62004662	0.3912710818
524	0.6206896552	0.3912017143
525	0.6206896552	0.3911587853
526	0.62004662	0.3910862638
527	0.62004662	0.3910324957
528	0.62004662	0.3909666485
529	0.620979021	0.3908711166
530	0.6206896552	0.3908366665
531	0.6206896552	0.3907851002
532	0.6206896552	0.3907139741
533	0.6206896552	0.3906773465
534	0.6213320913	0.3906014687
535	0.6216216216	0.3905350294
536	0.6219739292	0.3905038106
537	0.620979021	0.3904050707
538	0.620979021	0.3903532669
539	0.6216216216	0.3902962198
540	0.6216216216	0.3902329539
541	0.6216216216	0.3901630968
542	0.6216216216	0.3901071922
543	0.6222636237	0.3900581491
544	0.6222636237	0.390030155
545	0.6222636237	0.3899589307
546	0.6229050279	0.3899043698
547	0.6229050279	0.3898354077
548	0.6235458353	0.3897595281
549	0.6235458353	0.3897218466
550	0.6235458353	0.3896826168
551	0.6235458353	0.3896338775
552	0.6229660623	0.3895898062
553	0.6230269266	0.3895324958
554	0.6238958624	0.3894865921
555	0.6238958624	0.389435846
556	0.623605948	0.3893882588
557	0.624535316	0.3893261453
558	0.624535316	0.3893178796
559	0.6233163028	0.3892021308
560	0.6233163028	0.38916409
561	0.622737819	0.3891041347
562	0.622737819	0.3890821718
563	0.6233766234	0.3890468075
564	0.6230876217	0.3889668319
565	0.6233766234	0.3889189316
566	0.6233766234	0.388825442
567	0.6236658933	0.3887669681
568	0.6236658933	0.388710987
569	0.6236658933	0.3885964649
570	0.6233766234	0.3885314191
571	0.6236658933	0.3884290211
572	0.6236658933	0.3883412263
573	0.6239554318	0.3882906384
574	0.6236658933	0.3882232981
575	0.6233766234	0.3881752583
576	0.6240148354	0.3881582193
577	0.6233766234	0.3880857727
578	0.6233766234	0.3880450152
579	0.6233766234	0.3879707308
580	0.624652456	0.3879380758
581	0.6240148354	0.3878787282
582	0.6243631311	0.3878243197
583	0.6243631311	0.3877710003
584	0.624710782	0.3877043806
585	0.624710782	0.3876438284
586	0.624710782	0.3875939714
587	0.624710782	0.3875455327
588	0.624710782	0.3874984854
589	0.6252894859	0.387444328
590	0.6252894859	0.3874157331
591	0.6252894859	0.3873446727
592	0.6252894859	0.3872756819
593	0.6252894859	0.3872160627
594	0.625	0.387162372
595	0.625	0.3871261117
596	0.625	0.3870951473
597	0.625	0.387066823
598	0.625	0.3870319043
599	0.624710782	0.3869713251
600	0.6256362795	0.3869222197
601	0.6256362795	0.3868853667
602	0.625	0.3868312263
603	0.625	0.3867723694
604	0.625	0.3867564441
605	0.6256362795	0.3867168589
606	0.6262719704	0.3866598433
607	0.6256362795	0.3866061005
608	0.625346901	0.3865773194
609	0.625346901	0.386495885
610	0.6262719704	0.3864596731
611	0.6259824318	0.3863892209
612	0.6262719704	0.3863057104
613	0.6262719704	0.3862641215
614	0.6262719704	0.3862137188
615	0.6262719704	0.3861702359
616	0.6266173752	0.386135977
617	0.6269070735	0.3860884518
618	0.6269070735	0.3860450677
619	0.6271970398	0.3859967675
620	0.6271970398	0.385934859
621	0.6271970398	0.3859156705
622	0.6271970398	0.3858760687
623	0.6284127719	0.3858066086
624	0.6284127719	0.3857492011
625	0.6290471785	0.3856694614
626	0.6290471785	0.3856140194
627	0.6290471785	0.3855819434
628	0.6290471785	0.3855228796
629	0.6287563569	0.3854856209
630	0.6287563569	0.3854629875
631	0.6287563569	0.3853966273
632	0.6281755196	0.3853715193
633	0.6281755196	0.3853225597
634	0.6293900185	0.3852424045
635	0.6287563569	0.3852062596
636	0.6287563569	0.3851522416
637	0.6297322253	0.3850790968
638	0.6303142329	0.3849959749
639	0.6303142329	0.3849282516
640	0.6303142329	0.3848814289
641	0.6303142329	0.3848307039
642	0.6303142329	0.3848033583
643	0.6303142329	0.384742342
644	0.6309468822	0.3846637719
645	0.6303142329	0.3845973987
646	0.6309468822	0.3845520222
647	0.6309468822	0.3844678153
648	0.6309468822	0.384424805
649	0.6309468822	0.384393294
650	0.6309468822	0.3843418635
651	0.6306555863	0.3843009014
652	0.6312384473	0.3842496242
653	0.6306555863	0.3841730657
654	0.6300230947	0.3841227115
655	0.6299722479	0.3840487403
656	0.6306056403	0.3840289344
657	0.6306056403	0.383985242
658	0.6309468822	0.383930458
659	0.6315789474	0.38388235
660	0.6306555863	0.3838227446
661	0.6309468822	0.3837835816
662	0.6315789474	0.3837067138
663	0.6309468822	0.383647353
664	0.6309468822	0.3836148625
665	0.6309468822	0.3835836304
666	0.6309468822	0.3835694315
667	0.6306555863	0.3835300817
668	0.6306555863	0.3834829968
669	0.6318706697	0.3834573026
670	0.6312874942	0.3834193163
671	0.6315789474	0.3833444189
672	0.6309468822	0.3832802361
673	0.63099631	0.3832344463
674	0.6306555863	0.3831467322
675	0.6312874942	0.3831028765
676	0.6325023084	0.3830228503
677	0.6318706697	0.3829846338
678	0.6318706697	0.3829283995
679	0.6318706697	0.3828403299
680	0.6318706697	0.3827976824
681	0.6318706697	0.3827414889
682	0.6325023084	0.3826906059
683	0.6318706697	0.3826685641
684	0.6331333641	0.3826316189
685	0.6328413284	0.3825591086
686	0.6328413284	0.3825021708
687	0.632549562	0.3824429253
688	0.6328413284	0.3823811929
689	0.6331333641	0.3823466046
690	0.6331333641	0.3822969492
691	0.6331333641	0.3822384002
692	0.6331333641	0.3821759651
693	0.6331333641	0.3821422847
694	0.6331333641	0.3821231703
695	0.6331333641	0.3820695882
696	0.6331333641	0.3820256214
697	0.6331333641	0.381993035
698	0.6331333641	0.3819521145
699	0.6331333641	0.3818821767
700	0.6331333641	0.3818241337
701	0.6331333641	0.3817934844
702	0.6331333641	0.3817642057
703	0.6331333641	0.3817176972
704	0.6331333641	0.3816659101
705	0.6331333641	0.3816241543
706	0.6331333641	0.3815940495
707	0.6331333641	0.3815583186
708	0.6331333641	0.3814827856
709	0.6328413284	0.3814484405
710	0.6331797235	0.3814043647
711	0.6331797235	0.3813510403
712	0.6334716459	0.381300797
713	0.6334716459	0.3812196254
714	0.6334716459	0.381197935
715	0.6334716459	0.381140127
716	0.6334716459	0.3810905209
717	0.632549562	0.3810374724
718	0.632549562	0.3809824329
719	0.63288807	0.3809307476
720	0.6338093045	0.3808798368
721	0.6347305389	0.3808393797
722	0.6347305389	0.3807721511
723	0.6344383057	0.3807348602
724	0.6347305389	0.3806758005
725	0.6344383057	0.3806369373
726	0.6344383057	0.3806041475
727	0.6344383057	0.3805423631
728	0.6344383057	0.3804336913
729	0.6350230415	0.3803486751
730	0.6353158137	0.3803007581
731	0.6350230415	0.3802524151
732	0.6350230415	0.3801908911
733	0.6353158137	0.3801287698
734	0.6350230415	0.3800915479
735	0.6350230415	0.3800333884
736	0.6341013825	0.3799766968
737	0.6341013825	0.3799324214
738	0.6343937298	0.3799028708
739	0.6343937298	0.3798469647
740	0.6341013825	0.3797932917
741	0.6338093045	0.3797550537
742	0.6331797235	0.3796941187
743	0.6331797235	0.3796502832
744	0.6331797235	0.3796137935
745	0.6331797235	0.3795678086
746	0.6331797235	0.3795384228
747	0.6338093045	0.3794762244
748	0.6344383057	0.3794325941
749	0.6338093045	0.379416119
750	0.6341013825	0.3793760064
751	0.6341013825	0.3793354726
752	0.6341013825	0.379317075
753	0.6347305389	0.3792724246
754	0.6344383057	0.379253327
755	0.6341463415	0.3792403672
756	0.6344383057	0.3791845975
757	0.635066728	0.3791458308
758	0.6356945722	0.3791129381
759	0.6356945722	0.3790536337
760	0.6363218391	0.3790228339
761	0.6363218391	0.3790048677
762	0.6363218391	0.3789610113
763	0.6363218391	0.3789195694
764	0.6363218391	0.378887751
765	0.6360294118	0.3788177346
766	0.6360294118	0.3787981968
767	0.6360294118	0.3787523196
768	0.6360294118	0.3786978497
769	0.6369075012	0.3786155986
770	0.6369075012	0.3785516635
771	0.6369075012	0.3785408373
772	0.6369075012	0.3784499049
773	0.6369075012	0.378396181
774	0.6369075012	0.3783650268
775	0.6372007366	0.378337572
776	0.6378278877	0.3782776846
777	0.6378278877	0.3782407808
778	0.6366145354	0.3781874923
779	0.6372413793	0.3781327808
780	0.6375344986	0.378071651
781	0.6375344986	0.378021425
782	0.6378278877	0.3779441018
783	0.6378278877	0.3778934309
784	0.6372413793	0.3778292071
785	0.6366145354	0.3777724908
786	0.6369075012	0.3777362145
787	0.6381609195	0.3777049253
788	0.6378676471	0.3776596339
789	0.6378676471	0.3776153121
790	0.6384933395	0.3775657292
791	0.6382001837	0.3775173585
792	0.6382001837	0.377474428
793	0.6382001837	0.3774216826
794	0.6382001837	0.3773834872
795	0.6382001837	0.3773603455
796	0.6384933395	0.3773241911
797	0.6382001837	0.3772814895
798	0.6382001837	0.377255681
799	0.6388251492	0.3771863567
800	0.6385321101	0.3771365851
801	0.6385321101	0.3771087953
802	0.6385321101	0.3770622681
803	0.6391184573	0.377007621
804	0.6384933395	0.3769588894
805	0.6384933395	0.3768855322
806	0.6388251492	0.3768420488
807	0.6388251492	0.3768069933
808	0.6391184573	0.3767703905
809	0.6391184573	0.3767119007
810	0.6391184573	0.3766949196
811	0.6391184573	0.3766499648
812	0.6382001837	0.3766107926
813	0.6382001837	0.3765464885
814	0.6382001837	0.3764955213
815	0.6382001837	0.3764053798
816	0.6382001837	0.3763412843
817	0.6382001837	0.376297652
818	0.6382001837	0.3762507234
819	0.6382001837	0.3762173667
820	0.6382001837	0.3761753527
821	0.6388251492	0.3761376849
822	0.6388251492	0.376124259
823	0.6384933395	0.3760812697
824	0.6384933395	0.3760490833
825	0.6384933395	0.3760071331
826	0.6384933395	0.3759890659
827	0.6391184573	0.3759570517
828	0.6391184573	0.3759227205
829	0.6388251492	0.3758932342
830	0.6388251492	0.3758424117
831	0.6391184573	0.3758120305
832	0.6388251492	0.3757829443
833	0.6391184573	0.3757420473
834	0.6391184573	0.3756950329
835	0.6391184573	0.3756340474
836	0.6391184573	0.3755955948
837	0.6394120349	0.375541349
838	0.6394120349	0.3754885132
839	0.6391184573	0.3754305846
840	0.6394120349	0.3754053232
841	0.6400367309	0.3753462969
842	0.6400367309	0.3752874681
843	0.6397430014	0.3752675042
844	0.6394120349	0.3752165903
845	0.6394120349	0.3751844781
846	0.6394120349	0.3751649176
847	0.6397058824	0.3751208535
848	0.6394120349	0.3750786548
849	0.6397058824	0.3750314927
850	0.6397058824	0.3749886133
851	0.6397058824	0.3749130954
852	0.6400367309	0.374853611
853	0.6400367309	0.3748187339
854	0.6400367309	0.3747938177
855	0.6400367309	0.3747507526
856	0.6419073819	0.3747097537
857	0.6419073819	0.3746622141
858	0.6412844037	0.3746166111
859	0.6419073819	0.3745491476
860	0.6406608536	0.3745237788
861	0.6412844037	0.3744923308
862	0.6412844037	0.3744285583
863	0.6412844037	0.374366657
864	0.6422354558	0.3743334034
865	0.6422354558	0.374280928
866	0.6425297892	0.3742478397
867	0.6431516262	0.3741859501
868	0.6428571429	0.374142057
869	0.6428571429	0.3741115179
870	0.6428571429	0.3740912596
871	0.6416131989	0.3740187144
872	0.6422354558	0.3739641174
873	0.6422354558	0.3739357459
874	0.6428571429	0.3739033885
875	0.6428571429	0.3738381888
876	0.6431516262	0.3738151096
877	0.6431516262	0.3737989044
878	0.6431516262	0.3737652321
879	0.6431516262	0.3737504275
880	0.6431516262	0.3737003423
881	0.6431516262	0.3736729907
882	0.6431516262	0.3736239822
883	0.6431516262	0.3735704703
884	0.6431516262	0.3735468892
885	0.6431516262	0.3734903593
